# eps_11 eps_22 force(N)
4.761904749999999921e-05 , 0.000000000000000000e+00 , 0.000000000000000000e+00
6.428571391666666225e-04 , -5.714285700000000176e-04 , 6.240000000000000000e+02
1.571428549999999901e-03 , -1.428571399999999927e-03 , 1.300000000000000000e+03
2.590476193333333260e-03 , -2.000000000000000042e-03 , 2.028000000000000000e+03
3.571428550000000160e-03 , -2.857142899999999888e-03 , 2.704000000000000000e+03
4.612244900000000460e-03 , -4.000000000000000083e-03 , 3.432000000000000000e+03
5.346938750000000337e-03 , -4.857142899999999930e-03 , 3.900000000000000000e+03
6.527472553846154144e-03 , -5.714285700000000176e-03 , 4.472000000000000000e+03
7.766233790909090814e-03 , -6.857142899999999971e-03 , 4.992000000000000000e+03
9.324675318181818717e-03 , -8.571428600000000064e-03 , 5.616000000000000000e+03
1.135064916363636399e-02 , -1.085714299999999966e-02 , 6.136000000000000000e+03
1.417142819999999900e-02 , -1.371428599999999914e-02 , 6.656000000000000000e+03
1.689795900000000059e-02 , -1.685714300000000151e-02 , 7.020000000000000000e+03
1.885714299999999982e-02 , -1.971428600000000100e-02 , 7.228000000000000000e+03
2.137142859999999894e-02 , -2.199999999999999872e-02 , 7.436000000000000000e+03
2.348571439999999969e-02 , -2.571428599999999939e-02 , 7.592000000000000000e+03
2.497142880000000065e-02 , -2.828571400000000000e-02 , 7.696000000000000000e+03
2.828571400000000000e-02 , -3.200000000000000067e-02 , 7.800000000000000000e+03
3.114285699999999948e-02 , -3.628571399999999669e-02 , 7.904000000000000000e+03
3.457142900000000074e-02 , -4.028571400000000025e-02 , 7.956000000000000000e+03
