# eps_11 eps_22 force(N)
4.311609199999999953e-04 , 0.000000000000000000e+00 , 1.001825601834161148e+02
2.199999914613879975e-04 , 4.830465717981886313e-06 , 9.999458922430262930e+01
2.200723564800000087e-04 , 4.830465717981886313e-06 , 1.000885747038593649e+02
2.193709724000000210e-04 , -4.105894782233721659e-05 , 9.968914635078331798e+01
2.183300296000000008e-04 , -4.782160413971540188e-05 , 9.943069621704241001e+01
2.159085840000000045e-04 , 4.830465717981886313e-06 , 9.839689568207872128e+01
2.164541059999999946e-04 , -1.497444264769297243e-05 , 9.907826060374473798e+01
2.163093760000000209e-04 , 4.830465717981886313e-06 , 9.912525334352311290e+01
2.157248880000000126e-04 , -2.801669577404054229e-05 , 9.914875964845241185e+01
2.159030200000000110e-04 , -4.782160413971540188e-05 , 9.905477416889566200e+01
2.165654364000000102e-04 , 1.005219609745580103e-03 , 9.898427512418798813e+01
2.167713984000000174e-04 , 1.005219609745580103e-03 , 9.886680320978217651e+01
2.179682044000000156e-04 , 1.005219609745580103e-03 , 9.950119526175008389e+01
2.174505164000000183e-04 , 1.005219609745580103e-03 , 9.856136033626289361e+01
2.166322352000000151e-04 , 1.005219609745580103e-03 , 9.884331677493312895e+01
2.165765696000000143e-04 , 9.525674967658472915e-04 , 9.917224608330147362e+01
2.163316420000000091e-04 , 1.005219609745580103e-03 , 9.896078868933892636e+01
2.167435659999999964e-04 , 4.830465717981886313e-06 , 9.912525334352311290e+01
2.163984404000000210e-04 , 4.830465717981886313e-06 , 9.905477416889566200e+01
2.178123416000000035e-04 , 4.830465717981886313e-06 , 9.914875964845241185e+01
2.161535128000000158e-04 , -4.782160413971540188e-05 , 9.912525334352311290e+01
2.173447520000000154e-04 , -4.782160413971540188e-05 , 9.900778142911730129e+01
2.163038096000000153e-04 , -2.946583441138422220e-05 , 9.839689568207872128e+01
2.179181060000000064e-04 , 4.830465717981886313e-06 , 9.943069621704241001e+01
2.185081588000000212e-04 , -4.782160413971540188e-05 , 9.898427512418798813e+01
2.180962351999999997e-04 , -4.782160413971540188e-05 , 9.921923882307986275e+01
2.176119460000000018e-04 , 4.830465717981886313e-06 , 9.884331677493312895e+01
2.176954439999999964e-04 , 4.830465717981886313e-06 , 9.858484677111194117e+01
2.310996720000000162e-04 , 1.932179818887450986e-06 , 1.033309942682460729e+02
2.780868399999999845e-04 , -4.782160413971540188e-05 , 1.209762812380588457e+02
2.824510000000000237e-04 , -4.782160413971540188e-05 , 1.233493450515857717e+02
3.339915999999999957e-04 , -4.782160413971540188e-05 , 1.442370515857852240e+02
3.824316000000000130e-04 , -4.782160413971540188e-05 , 1.642319159342758894e+02
4.028552400000000484e-04 , -4.782160413971540188e-05 , 1.723144486052732134e+02
4.271810000000000017e-04 , -2.318623113410953374e-05 , 1.842972594573939773e+02
4.757713199999999637e-04 , -4.782160413971540188e-05 , 2.044800152846771084e+02
5.242280799999999609e-04 , -4.782160413971540188e-05 , 2.243574474589224224e+02
5.733639200000000295e-04 , -4.782160413971540188e-05 , 2.444697439816583255e+02
5.782457600000000166e-04 , -4.782160413971540188e-05 , 2.458560794803210001e+02
6.030112799999999421e-04 , -4.782160413971540188e-05 , 2.563586090943828708e+02
6.218820000000000337e-04 , -4.782160413971540188e-05 , 2.643471761559036963e+02
6.692587999999999966e-04 , -4.782160413971540188e-05 , 2.842246083301490671e+02
7.186340000000000046e-04 , 4.830465717981886313e-06 , 3.042663660680167936e+02
7.283196000000000461e-04 , -4.782160413971540188e-05 , 3.082137562094000032e+02
7.661776000000000350e-04 , -4.782160413971540188e-05 , 3.245197401604891070e+02
8.032176000000000463e-04 , -4.782160413971540188e-05 , 3.398155292319449359e+02
8.149352000000000982e-04 , -4.782160413971540188e-05 , 3.446320366832250670e+02
8.688860000000000290e-04 , -4.782160413971540188e-05 , 3.649559495605655002e+02
8.814720000000001148e-04 , -4.782160413971540188e-05 , 3.706419717233473534e+02
9.162740000000001248e-04 , -4.782160413971540188e-05 , 3.849742606037447104e+02
9.630940000000000594e-04 , -4.782160413971540188e-05 , 4.048516927779900243e+02
1.003334399999999960e-03 , -4.782160413971540188e-05 , 4.211576767290790713e+02
1.010838399999999934e-03 , -4.782160413971540188e-05 , 4.247760183416124846e+02
1.029413600000000061e-03 , 4.830465717981886313e-06 , 4.337749789835689853e+02
1.058331999999999936e-03 , -4.782160413971540188e-05 , 4.447943293847916948e+02
1.106354399999999851e-03 , 4.830465717981886313e-06 , 4.648362858234619921e+02
1.157321599999999989e-03 , -4.782160413971540188e-05 , 4.848311501719525722e+02
1.185082000000000062e-03 , -4.782160413971540188e-05 , 4.960855636224684417e+02
1.203779999999999781e-03 , -4.782160413971540188e-05 , 5.048494612151317824e+02
1.253160799999999964e-03 , -4.782160413971540188e-05 , 5.248677722583111063e+02
1.303743999999999910e-03 , -4.782160413971540188e-05 , 5.451211463507833059e+02
1.335428799999999888e-03 , -4.782160413971540188e-05 , 5.583727015666793250e+02
1.353007999999999945e-03 , -4.782160413971540188e-05 , 5.651396560947649732e+02
1.398124799999999994e-03 , -4.782160413971540188e-05 , 5.852753993121895064e+02
1.403902799999999897e-03 , -4.782160413971540188e-05 , 5.866146427206724638e+02
1.451835999999999969e-03 , -4.782160413971540188e-05 , 6.054816813144822163e+02
1.488363599999999913e-03 , -4.782160413971540188e-05 , 6.210828735192968679e+02
1.498761999999999837e-03 , -4.782160413971540188e-05 , 6.254296522735957069e+02
1.545609999999999996e-03 , -4.782160413971540188e-05 , 6.453070844478409072e+02
