# eps_11 eps_22 force(N)
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-7.723920773925000696e-05 , 3.637061593584000284e-05 , -4.946772824184566275e+02
-4.430222657415500229e-04 , 1.410535413419899855e-04 , -2.818280776451869315e+03
-9.064593510680500404e-04 , 3.000271054754900151e-04 , -5.624736579156722655e+03
-1.414547340313549850e-03 , 4.747897116214900171e-04 , -8.890394825775656500e+03
-1.992785778758550223e-03 , 6.963757154784899848e-04 , -1.247335591408114487e+04
-2.634792687013549732e-03 , 9.110487261064900612e-04 , -1.621923866984884444e+04
-3.311829675248549858e-03 , 1.144249209071490116e-03 , -2.008402792680986386e+04
-3.986179928328550601e-03 , 1.404161501446489924e-03 , -2.394290465552903697e+04
-4.693773612183550423e-03 , 1.643409463526489950e-03 , -2.785696451233094558e+04
-5.425101392693550302e-03 , 1.928315037206489949e-03 , -3.181438260620524670e+04
-6.182892893563550138e-03 , 2.183703088486490217e-03 , -3.575734792680985993e+04
-6.951480557038550168e-03 , 2.498115195146490084e-03 , -3.967469242959427356e+04
-7.687668267998550367e-03 , 2.775353884181490111e-03 , -4.340940722354812897e+04
-8.486938525023550103e-03 , 3.061710461491490461e-03 , -4.719142174701670592e+04
-9.080536621028549929e-03 , 3.308259532871490015e-03 , -4.987108781543357327e+04
