# eps_11 eps_22 force(N)
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-9.426765600669999507e-05 , 3.092498131270000108e-05 , -7.249279175257732959e+02
-3.205634747913499536e-04 , 1.036465328447500024e-04 , -2.232411051546391718e+03
-6.085518045288499343e-04 , 1.887679936220000034e-04 , -4.045058061855669621e+03
-8.886650559253499258e-04 , 2.808183052665000194e-04 , -5.709707216494845852e+03
-1.142137725396350076e-03 , 3.787201937260000102e-04 , -7.459487835051546426e+03
-1.452229982391350102e-03 , 4.774963008715000200e-04 , -9.375602474226803679e+03
-1.819716308376350148e-03 , 5.726813429744999438e-04 , -1.147573212371134105e+04
-2.140822464156350198e-03 , 6.956797396984999802e-04 , -1.367147109278350581e+04
-2.543195344741349881e-03 , 8.370959738879999151e-04 , -1.594579307216494817e+04
-2.935567241751349879e-03 , 9.836405107060000944e-04 , -1.827119389690721800e+04
-3.317128234141350322e-03 , 1.124405667640000122e-03 , -2.067321319587629114e+04
-3.762116696751350003e-03 , 1.254152711710000093e-03 , -2.304969294845360855e+04
-4.164307176361349908e-03 , 1.396479400535000082e-03 , -2.544843793814433229e+04
-4.598272273876350021e-03 , 1.574756142189999864e-03 , -2.785831546391752272e+04
-5.033198417216350022e-03 , 1.719148402424999994e-03 , -3.025837014432989963e+04
-5.464938344866349801e-03 , 1.866595468749999943e-03 , -3.259752305154639544e+04
-5.909207201736349502e-03 , 2.033164357379999791e-03 , -3.501525888659794145e+04
-6.364408020036349534e-03 , 2.197822479490000105e-03 , -3.738584494845361041e+04
-6.827999987601350920e-03 , 2.343871265995000307e-03 , -3.979899678350515751e+04
-7.293284558286350014e-03 , 2.547461903265000119e-03 , -4.215321138144330325e+04
-7.765798153826350067e-03 , 2.722683969824999869e-03 , -4.449301913402062200e+04
-8.209244971996348950e-03 , 2.877288697570000008e-03 , -4.676799587628865993e+04
-8.706504539596348832e-03 , 3.038777696395000144e-03 , -4.903642408247423009e+04
-9.133821092676349535e-03 , 3.237006596390000056e-03 , -5.107827142268041644e+04
